date_heure,temperature_c,precipitation_mm,pluie_mm,humidite_pct,vent_kmh,code_meteo_wmo,visibilite_m,couverture_nuages_pct,condition_meteo,coefficient_impact_trafic,annee,mois,jour,heure,jour_semaine
2022-01-03 00:00:00,24.6,0.0,0.0,96,7.0,3,,98,Nuageux,1.0,2022,1,3,0,0
2022-01-03 01:00:00,25.0,0.0,0.0,95,6.2,3,,89,Nuageux,1.0,2022,1,3,1,0
2022-01-03 02:00:00,24.8,0.0,0.0,96,5.1,3,,92,Nuageux,1.0,2022,1,3,2,0
2022-01-03 03:00:00,24.2,0.0,0.0,98,5.5,3,,94,Nuageux,1.0,2022,1,3,3,0
2022-01-03 04:00:00,23.8,0.1,0.1,98,4.8,51,,100,Ensoleille,1.0,2022,1,3,4,0
2022-01-03 05:00:00,24.0,0.1,0.1,98,4.7,51,,99,Ensoleille,1.0,2022,1,3,5,0
2022-01-03 06:00:00,23.8,0.0,0.0,99,4.7,3,,100,Nuageux,1.0,2022,1,3,6,0
2022-01-03 07:00:00,24.5,0.0,0.0,96,5.9,3,,100,Nuageux,1.0,2022,1,3,7,0
2022-01-03 08:00:00,25.3,0.0,0.0,90,5.9,3,,100,Nuageux,1.0,2022,1,3,8,0
2022-01-03 09:00:00,26.1,0.1,0.1,84,6.4,51,,100,Ensoleille,1.0,2022,1,3,9,0
2022-01-03 10:00:00,27.5,0.1,0.1,77,7.2,51,,99,Ensoleille,1.0,2022,1,3,10,0
2022-01-03 11:00:00,28.8,0.0,0.0,72,6.9,3,,97,Nuageux,1.0,2022,1,3,11,0
2022-01-03 12:00:00,30.0,0.0,0.0,67,6.9,3,,99,Nuageux,1.0,2022,1,3,12,0
2022-01-03 13:00:00,30.6,0.0,0.0,65,7.1,1,,47,Nuageux,1.0,2022,1,3,13,0
2022-01-03 14:00:00,30.7,0.1,0.1,63,9.4,51,,43,Ensoleille,1.0,2022,1,3,14,0
2022-01-03 15:00:00,29.0,0.1,0.1,73,13.0,51,,56,Ensoleille,1.0,2022,1,3,15,0
2022-01-03 16:00:00,28.4,0.0,0.0,76,11.5,1,,20,Nuageux,1.0,2022,1,3,16,0
2022-01-03 17:00:00,27.9,0.0,0.0,77,11.7,0,,8,Ensoleille,1.0,2022,1,3,17,0
2022-01-03 18:00:00,26.8,0.0,0.0,83,11.5,1,,21,Nuageux,1.0,2022,1,3,18,0
2022-01-03 19:00:00,26.0,0.0,0.0,87,10.0,1,,44,Nuageux,1.0,2022,1,3,19,0
2022-01-03 20:00:00,25.8,0.0,0.0,89,7.9,2,,76,Nuageux,1.0,2022,1,3,20,0
2022-01-03 21:00:00,24.7,0.0,0.0,95,7.7,2,,73,Nuageux,1.0,2022,1,3,21,0
2022-01-03 22:00:00,26.2,0.0,0.0,88,5.1,3,,100,Nuageux,1.0,2022,1,3,22,0
2022-01-03 23:00:00,26.0,0.0,0.0,89,1.8,3,,98,Nuageux,1.0,2022,1,3,23,0
2022-01-04 00:00:00,24.8,0.0,0.0,94,0.4,3,,100,Nuageux,1.0,2022,1,4,0,1
2022-01-04 01:00:00,24.6,0.0,0.0,94,5.9,3,,100,Nuageux,1.0,2022,1,4,1,1
2022-01-04 02:00:00,24.7,0.0,0.0,93,7.2,3,,100,Nuageux,1.0,2022,1,4,2,1
2022-01-04 03:00:00,25.7,0.0,0.0,90,2.3,3,,100,Nuageux,1.0,2022,1,4,3,1
2022-01-04 04:00:00,25.2,0.0,0.0,92,2.1,3,,94,Nuageux,1.0,2022,1,4,4,1
2022-01-04 05:00:00,24.1,0.0,0.0,96,4.3,3,,96,Nuageux,1.0,2022,1,4,5,1
2022-01-04 06:00:00,23.5,0.4,0.4,97,5.8,51,,96,Pluie legere,1.2,2022,1,4,6,1
2022-01-04 07:00:00,24.0,0.0,0.0,97,3.9,3,,96,Nuageux,1.0,2022,1,4,7,1
2022-01-04 08:00:00,25.4,0.0,0.0,91,4.2,3,,100,Nuageux,1.0,2022,1,4,8,1
2022-01-04 09:00:00,26.9,0.1,0.1,82,4.7,51,,99,Ensoleille,1.0,2022,1,4,9,1
2022-01-04 10:00:00,28.1,0.2,0.2,76,3.7,51,,72,Pluie legere,1.2,2022,1,4,10,1
2022-01-04 11:00:00,29.6,0.1,0.1,68,2.8,51,,100,Ensoleille,1.0,2022,1,4,11,1
2022-01-04 12:00:00,30.4,0.2,0.2,64,3.8,51,,100,Pluie legere,1.2,2022,1,4,12,1
2022-01-04 13:00:00,30.0,0.1,0.1,66,8.5,51,,100,Ensoleille,1.0,2022,1,4,13,1
2022-01-04 14:00:00,28.2,1.4,1.4,76,11.5,61,,100,Pluie legere,1.2,2022,1,4,14,1
2022-01-04 15:00:00,29.0,0.0,0.0,72,10.4,3,,100,Nuageux,1.0,2022,1,4,15,1
2022-01-04 16:00:00,28.9,0.0,0.0,73,11.5,3,,100,Nuageux,1.0,2022,1,4,16,1
2022-01-04 17:00:00,28.4,0.0,0.0,75,12.3,3,,100,Nuageux,1.0,2022,1,4,17,1
2022-01-04 18:00:00,27.0,0.0,0.0,82,9.7,3,,100,Nuageux,1.0,2022,1,4,18,1
2022-01-04 19:00:00,26.3,0.0,0.0,87,8.9,3,,100,Nuageux,1.0,2022,1,4,19,1
2022-01-04 20:00:00,26.0,0.0,0.0,89,8.2,3,,100,Nuageux,1.0,2022,1,4,20,1
2022-01-04 21:00:00,25.5,0.0,0.0,91,4.7,3,,100,Nuageux,1.0,2022,1,4,21,1
2022-01-04 22:00:00,24.6,0.0,0.0,95,7.2,3,,100,Nuageux,1.0,2022,1,4,22,1
2022-01-04 23:00:00,24.7,0.3,0.3,92,5.2,51,,100,Pluie legere,1.2,2022,1,4,23,1
2022-01-05 00:00:00,24.3,0.1,0.1,95,3.4,51,,100,Ensoleille,1.0,2022,1,5,0,2
2022-01-05 01:00:00,25.0,0.2,0.2,93,4.3,51,,100,Pluie legere,1.2,2022,1,5,1,2
2022-01-05 02:00:00,24.1,0.1,0.1,96,6.6,51,,55,Ensoleille,1.0,2022,1,5,2,2
2022-01-05 03:00:00,24.9,0.0,0.0,93,3.1,2,,59,Nuageux,1.0,2022,1,5,3,2
2022-01-05 04:00:00,24.5,0.0,0.0,96,4.5,3,,97,Nuageux,1.0,2022,1,5,4,2
2022-01-05 05:00:00,23.9,0.0,0.0,97,2.6,3,,95,Nuageux,1.0,2022,1,5,5,2
2022-01-05 06:00:00,23.4,0.0,0.0,99,4.0,1,,43,Nuageux,1.0,2022,1,5,6,2
2022-01-05 07:00:00,24.0,0.0,0.0,96,5.4,2,,69,Nuageux,1.0,2022,1,5,7,2
2022-01-05 08:00:00,25.2,0.0,0.0,90,3.2,3,,97,Nuageux,1.0,2022,1,5,8,2
2022-01-05 09:00:00,26.7,0.0,0.0,82,2.2,3,,94,Nuageux,1.0,2022,1,5,9,2
2022-01-05 10:00:00,28.7,0.1,0.1,72,3.1,51,,37,Ensoleille,1.0,2022,1,5,10,2
2022-01-05 11:00:00,30.3,0.0,0.0,66,2.6,1,,20,Nuageux,1.0,2022,1,5,11,2
2022-01-05 12:00:00,31.6,0.0,0.0,59,2.2,0,,16,Ensoleille,1.0,2022,1,5,12,2
2022-01-05 13:00:00,31.9,0.0,0.0,60,1.8,0,,15,Ensoleille,1.0,2022,1,5,13,2
2022-01-05 14:00:00,32.5,0.0,0.0,58,4.4,1,,28,Nuageux,1.0,2022,1,5,14,2
2022-01-05 15:00:00,32.0,0.0,0.0,60,8.7,1,,34,Nuageux,1.0,2022,1,5,15,2
2022-01-05 16:00:00,30.2,0.1,0.1,68,12.7,51,,39,Ensoleille,1.0,2022,1,5,16,2
2022-01-05 17:00:00,28.4,0.0,0.0,73,11.8,0,,2,Ensoleille,1.0,2022,1,5,17,2
2022-01-05 18:00:00,27.2,0.0,0.0,82,9.4,1,,40,Nuageux,1.0,2022,1,5,18,2
2022-01-05 19:00:00,26.5,0.0,0.0,85,9.4,2,,54,Nuageux,1.0,2022,1,5,19,2
2022-01-05 20:00:00,26.0,0.0,0.0,89,7.7,3,,100,Nuageux,1.0,2022,1,5,20,2
2022-01-05 21:00:00,25.5,0.0,0.0,91,5.2,3,,100,Nuageux,1.0,2022,1,5,21,2
2022-01-05 22:00:00,25.0,0.0,0.0,94,5.8,3,,100,Nuageux,1.0,2022,1,5,22,2
2022-01-05 23:00:00,25.0,0.0,0.0,95,7.1,3,,99,Nuageux,1.0,2022,1,5,23,2
2022-01-06 00:00:00,25.2,0.0,0.0,93,3.3,3,,90,Nuageux,1.0,2022,1,6,0,3
2022-01-06 01:00:00,24.2,0.0,0.0,95,6.4,0,,13,Ensoleille,1.0,2022,1,6,1,3
2022-01-06 02:00:00,24.2,0.0,0.0,96,4.5,2,,67,Nuageux,1.0,2022,1,6,2,3
2022-01-06 03:00:00,25.0,0.0,0.0,94,2.3,2,,76,Nuageux,1.0,2022,1,6,3,3
2022-01-06 04:00:00,23.9,0.0,0.0,96,3.3,2,,73,Nuageux,1.0,2022,1,6,4,3
2022-01-06 05:00:00,23.5,0.0,0.0,98,5.4,2,,78,Nuageux,1.0,2022,1,6,5,3
2022-01-06 06:00:00,23.5,0.0,0.0,98,4.7,3,,86,Nuageux,1.0,2022,1,6,6,3
2022-01-06 07:00:00,24.2,0.0,0.0,96,4.6,3,,96,Nuageux,1.0,2022,1,6,7,3
2022-01-06 08:00:00,25.5,0.0,0.0,93,4.5,3,,97,Nuageux,1.0,2022,1,6,8,3
2022-01-06 09:00:00,27.6,0.1,0.1,83,2.5,51,,94,Ensoleille,1.0,2022,1,6,9,3
2022-01-06 10:00:00,29.4,0.1,0.1,72,1.0,51,,98,Ensoleille,1.0,2022,1,6,10,3
2022-01-06 11:00:00,30.6,0.0,0.0,67,0.8,3,,100,Nuageux,1.0,2022,1,6,11,3
2022-01-06 12:00:00,31.6,0.0,0.0,62,2.8,3,,84,Nuageux,1.0,2022,1,6,12,3
2022-01-06 13:00:00,31.8,0.0,0.0,63,6.9,1,,48,Nuageux,1.0,2022,1,6,13,3
2022-01-06 14:00:00,30.8,0.1,0.1,64,9.7,51,,38,Ensoleille,1.0,2022,1,6,14,3
2022-01-06 15:00:00,30.5,0.0,0.0,65,10.4,3,,95,Nuageux,1.0,2022,1,6,15,3
2022-01-06 16:00:00,29.4,0.0,0.0,73,13.5,3,,100,Nuageux,1.0,2022,1,6,16,3
2022-01-06 17:00:00,28.7,0.0,0.0,76,12.8,3,,100,Nuageux,1.0,2022,1,6,17,3
2022-01-06 18:00:00,27.4,0.0,0.0,81,10.7,3,,100,Nuageux,1.0,2022,1,6,18,3
2022-01-06 19:00:00,26.6,0.0,0.0,86,11.5,3,,100,Nuageux,1.0,2022,1,6,19,3
2022-01-06 20:00:00,26.2,0.0,0.0,88,8.5,3,,100,Nuageux,1.0,2022,1,6,20,3
2022-01-06 21:00:00,25.2,0.0,0.0,93,5.7,3,,100,Nuageux,1.0,2022,1,6,21,3
2022-01-06 22:00:00,25.9,0.0,0.0,91,6.2,3,,98,Nuageux,1.0,2022,1,6,22,3
2022-01-06 23:00:00,26.2,0.0,0.0,89,2.8,3,,97,Nuageux,1.0,2022,1,6,23,3
2022-01-07 00:00:00,24.9,0.0,0.0,95,1.5,3,,100,Nuageux,1.0,2022,1,7,0,4
2022-01-07 01:00:00,24.8,0.1,0.1,97,3.6,51,,99,Ensoleille,1.0,2022,1,7,1,4
2022-01-07 02:00:00,24.5,0.0,0.0,98,3.9,3,,100,Nuageux,1.0,2022,1,7,2,4
2022-01-07 03:00:00,24.4,0.0,0.0,99,5.9,3,,100,Nuageux,1.0,2022,1,7,3,4
2022-01-07 04:00:00,24.1,0.0,0.0,99,6.5,3,,99,Nuageux,1.0,2022,1,7,4,4
2022-01-07 05:00:00,23.8,0.0,0.0,99,4.1,3,,100,Nuageux,1.0,2022,1,7,5,4
2022-01-07 06:00:00,23.4,0.0,0.0,99,4.9,3,,100,Nuageux,1.0,2022,1,7,6,4
2022-01-07 07:00:00,23.9,0.0,0.0,98,4.3,3,,100,Nuageux,1.0,2022,1,7,7,4
2022-01-07 08:00:00,25.5,0.1,0.1,91,4.4,51,,100,Ensoleille,1.0,2022,1,7,8,4
2022-01-07 09:00:00,27.2,0.0,0.0,84,4.1,3,,100,Nuageux,1.0,2022,1,7,9,4
2022-01-07 10:00:00,29.0,0.0,0.0,76,2.1,3,,100,Nuageux,1.0,2022,1,7,10,4
2022-01-07 11:00:00,30.6,0.0,0.0,68,1.9,3,,100,Nuageux,1.0,2022,1,7,11,4
2022-01-07 12:00:00,31.5,0.0,0.0,64,5.6,3,,100,Nuageux,1.0,2022,1,7,12,4
2022-01-07 13:00:00,31.5,0.1,0.1,64,7.9,51,,100,Ensoleille,1.0,2022,1,7,13,4
2022-01-07 14:00:00,31.4,0.1,0.1,62,10.2,51,,100,Ensoleille,1.0,2022,1,7,14,4
2022-01-07 15:00:00,30.0,0.0,0.0,67,11.4,2,,51,Nuageux,1.0,2022,1,7,15,4
2022-01-07 16:00:00,29.3,0.0,0.0,71,13.0,1,,48,Nuageux,1.0,2022,1,7,16,4
2022-01-07 17:00:00,28.3,0.0,0.0,78,13.8,2,,79,Nuageux,1.0,2022,1,7,17,4
2022-01-07 18:00:00,27.5,0.0,0.0,83,10.7,1,,26,Nuageux,1.0,2022,1,7,18,4
2022-01-07 19:00:00,26.8,0.0,0.0,86,9.4,1,,26,Nuageux,1.0,2022,1,7,19,4
2022-01-07 20:00:00,26.5,0.0,0.0,87,7.1,0,,19,Ensoleille,1.0,2022,1,7,20,4
2022-01-07 21:00:00,25.6,0.0,0.0,93,6.0,1,,29,Nuageux,1.0,2022,1,7,21,4
2022-01-07 22:00:00,25.4,0.0,0.0,94,7.2,1,,44,Nuageux,1.0,2022,1,7,22,4
2022-01-07 23:00:00,25.4,0.0,0.0,94,6.3,2,,57,Nuageux,1.0,2022,1,7,23,4
2022-01-08 00:00:00,25.2,0.0,0.0,94,6.7,3,,100,Nuageux,1.0,2022,1,8,0,5
2022-01-08 01:00:00,26.0,0.5,0.5,92,4.8,53,,100,Pluie legere,1.2,2022,1,8,1,5
2022-01-08 02:00:00,26.0,0.1,0.1,93,2.6,51,,100,Ensoleille,1.0,2022,1,8,2,5
2022-01-08 03:00:00,25.9,0.0,0.0,93,2.4,3,,99,Nuageux,1.0,2022,1,8,3,5
2022-01-08 04:00:00,24.6,0.2,0.2,96,4.7,51,,74,Pluie legere,1.2,2022,1,8,4,5
2022-01-08 05:00:00,24.2,0.0,0.0,98,4.6,3,,94,Nuageux,1.0,2022,1,8,5,5
2022-01-08 06:00:00,24.0,0.0,0.0,99,4.6,3,,100,Nuageux,1.0,2022,1,8,6,5
2022-01-08 07:00:00,24.6,0.0,0.0,99,4.1,3,,100,Nuageux,1.0,2022,1,8,7,5
2022-01-08 08:00:00,25.8,0.1,0.1,94,3.3,51,,100,Ensoleille,1.0,2022,1,8,8,5
2022-01-08 09:00:00,27.2,0.1,0.1,87,1.1,51,,100,Ensoleille,1.0,2022,1,8,9,5
2022-01-08 10:00:00,28.0,0.1,0.1,81,1.4,51,,100,Ensoleille,1.0,2022,1,8,10,5
2022-01-08 11:00:00,29.2,0.0,0.0,74,4.4,3,,100,Nuageux,1.0,2022,1,8,11,5
2022-01-08 12:00:00,30.5,0.0,0.0,69,6.4,3,,100,Nuageux,1.0,2022,1,8,12,5
2022-01-08 13:00:00,32.0,0.0,0.0,63,8.7,3,,88,Nuageux,1.0,2022,1,8,13,5
2022-01-08 14:00:00,31.8,0.0,0.0,60,10.9,1,,22,Nuageux,1.0,2022,1,8,14,5
2022-01-08 15:00:00,30.6,0.0,0.0,66,13.7,1,,24,Nuageux,1.0,2022,1,8,15,5
2022-01-08 16:00:00,29.2,0.0,0.0,72,14.5,1,,23,Nuageux,1.0,2022,1,8,16,5
2022-01-08 17:00:00,28.2,0.0,0.0,78,13.8,1,,32,Nuageux,1.0,2022,1,8,17,5
2022-01-08 18:00:00,27.3,0.0,0.0,84,12.5,1,,21,Nuageux,1.0,2022,1,8,18,5
2022-01-08 19:00:00,27.0,0.0,0.0,85,11.2,3,,80,Nuageux,1.0,2022,1,8,19,5
2022-01-08 20:00:00,26.7,0.0,0.0,88,11.2,3,,92,Nuageux,1.0,2022,1,8,20,5
2022-01-08 21:00:00,26.5,0.0,0.0,89,8.9,3,,88,Nuageux,1.0,2022,1,8,21,5
2022-01-08 22:00:00,26.6,0.0,0.0,87,8.4,3,,97,Nuageux,1.0,2022,1,8,22,5
2022-01-08 23:00:00,26.2,0.0,0.0,90,6.4,2,,76,Nuageux,1.0,2022,1,8,23,5
2022-01-09 00:00:00,25.5,0.0,0.0,93,6.9,3,,99,Nuageux,1.0,2022,1,9,0,6
2022-01-09 01:00:00,25.6,0.5,0.5,94,5.9,53,,98,Pluie legere,1.2,2022,1,9,1,6
2022-01-09 02:00:00,25.3,1.1,1.1,91,4.8,55,,100,Pluie legere,1.2,2022,1,9,2,6
2022-01-09 03:00:00,25.5,0.0,0.0,93,4.3,3,,100,Nuageux,1.0,2022,1,9,3,6
2022-01-09 04:00:00,25.1,0.0,0.0,94,5.1,3,,100,Nuageux,1.0,2022,1,9,4,6
2022-01-09 05:00:00,25.7,0.0,0.0,92,1.1,3,,100,Nuageux,1.0,2022,1,9,5,6
2022-01-09 06:00:00,24.2,0.0,0.0,97,5.4,3,,100,Nuageux,1.0,2022,1,9,6,6
2022-01-09 07:00:00,24.8,0.1,0.1,95,7.0,51,,100,Ensoleille,1.0,2022,1,9,7,6
2022-01-09 08:00:00,25.6,0.0,0.0,92,6.4,3,,100,Nuageux,1.0,2022,1,9,8,6
2022-01-09 09:00:00,27.2,0.0,0.0,85,4.3,3,,100,Nuageux,1.0,2022,1,9,9,6
2022-01-09 10:00:00,28.4,0.7,0.7,83,1.3,53,,100,Pluie legere,1.2,2022,1,9,10,6
2022-01-09 11:00:00,30.0,0.0,0.0,71,2.9,3,,100,Nuageux,1.0,2022,1,9,11,6
2022-01-09 12:00:00,30.9,0.0,0.0,66,6.6,3,,100,Nuageux,1.0,2022,1,9,12,6
2022-01-09 13:00:00,30.9,0.2,0.2,67,10.5,51,,100,Pluie legere,1.2,2022,1,9,13,6
2022-01-09 14:00:00,29.8,0.7,0.7,73,14.9,53,,100,Pluie legere,1.2,2022,1,9,14,6
2022-01-09 15:00:00,28.6,0.3,0.3,78,16.4,51,,100,Pluie legere,1.2,2022,1,9,15,6
2022-01-09 16:00:00,28.4,0.2,0.2,76,15.2,51,,100,Pluie legere,1.2,2022,1,9,16,6
2022-01-09 17:00:00,26.7,0.5,0.5,86,12.6,53,,100,Pluie legere,1.2,2022,1,9,17,6
2022-01-09 18:00:00,26.6,0.0,0.0,87,10.9,3,,100,Nuageux,1.0,2022,1,9,18,6
2022-01-09 19:00:00,26.3,0.0,0.0,87,9.3,3,,100,Nuageux,1.0,2022,1,9,19,6
2022-01-09 20:00:00,25.9,0.0,0.0,91,8.2,3,,100,Nuageux,1.0,2022,1,9,20,6
2022-01-09 21:00:00,25.8,0.0,0.0,92,5.7,3,,100,Nuageux,1.0,2022,1,9,21,6
2022-01-09 22:00:00,25.2,0.0,0.0,95,6.5,3,,100,Nuageux,1.0,2022,1,9,22,6
2022-01-09 23:00:00,26.0,0.0,0.0,90,4.1,3,,100,Nuageux,1.0,2022,1,9,23,6
2022-01-10 00:00:00,25.5,0.0,0.0,93,5.4,3,,100,Nuageux,1.0,2022,1,10,0,0
2022-01-10 01:00:00,24.8,0.1,0.1,96,5.9,51,,100,Ensoleille,1.0,2022,1,10,1,0
2022-01-10 02:00:00,24.5,0.0,0.0,96,6.2,3,,86,Nuageux,1.0,2022,1,10,2,0
2022-01-10 03:00:00,24.4,0.0,0.0,97,5.4,3,,100,Nuageux,1.0,2022,1,10,3,0
2022-01-10 04:00:00,24.8,0.0,0.0,96,6.9,3,,100,Nuageux,1.0,2022,1,10,4,0
2022-01-10 05:00:00,25.0,0.0,0.0,95,5.4,3,,100,Nuageux,1.0,2022,1,10,5,0
2022-01-10 06:00:00,25.1,0.0,0.0,94,3.6,3,,100,Nuageux,1.0,2022,1,10,6,0
2022-01-10 07:00:00,25.5,0.0,0.0,93,3.6,3,,100,Nuageux,1.0,2022,1,10,7,0
2022-01-10 08:00:00,26.1,0.1,0.1,89,4.5,51,,100,Ensoleille,1.0,2022,1,10,8,0
2022-01-10 09:00:00,27.4,0.2,0.2,82,6.7,51,,100,Pluie legere,1.2,2022,1,10,9,0
2022-01-10 10:00:00,28.3,0.0,0.0,78,6.1,3,,100,Nuageux,1.0,2022,1,10,10,0
2022-01-10 11:00:00,29.2,0.0,0.0,74,8.2,3,,100,Nuageux,1.0,2022,1,10,11,0
2022-01-10 12:00:00,29.5,0.0,0.0,71,10.3,3,,100,Nuageux,1.0,2022,1,10,12,0
2022-01-10 13:00:00,29.6,0.2,0.2,72,12.8,51,,100,Pluie legere,1.2,2022,1,10,13,0
2022-01-10 14:00:00,29.9,0.0,0.0,71,14.5,3,,100,Nuageux,1.0,2022,1,10,14,0
2022-01-10 15:00:00,29.5,0.0,0.0,71,14.8,3,,100,Nuageux,1.0,2022,1,10,15,0
2022-01-10 16:00:00,28.7,0.0,0.0,74,14.1,3,,100,Nuageux,1.0,2022,1,10,16,0
2022-01-10 17:00:00,27.8,0.0,0.0,78,13.3,3,,99,Nuageux,1.0,2022,1,10,17,0
2022-01-10 18:00:00,27.1,0.0,0.0,81,12.0,3,,100,Nuageux,1.0,2022,1,10,18,0
2022-01-10 19:00:00,26.4,0.0,0.0,86,10.5,3,,100,Nuageux,1.0,2022,1,10,19,0
2022-01-10 20:00:00,26.0,0.0,0.0,87,7.4,3,,100,Nuageux,1.0,2022,1,10,20,0
2022-01-10 21:00:00,25.6,0.0,0.0,90,4.8,3,,99,Nuageux,1.0,2022,1,10,21,0
2022-01-10 22:00:00,26.4,0.0,0.0,86,5.3,3,,100,Nuageux,1.0,2022,1,10,22,0
2022-01-10 23:00:00,26.2,0.1,0.1,87,5.0,51,,99,Ensoleille,1.0,2022,1,10,23,0
