code_segment,nom_segment,type_route,longueur_km,nombre_voies,capacite_vehicules_h,lat_debut,lon_debut,lat_fin,lon_fin,lat_centre,lon_centre,est_axe_critique,source_donnee,date_extraction
OSM_732119265_5790164703_0,Rue de New Bell,Avenue principale,0.2083662259832599,2,3000,4.0320145,9.7000428,4.0332043,9.701494,4.032607488006618,9.70076992362453,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732119365_732140478_0,Rue de Deido Bassa(N°1.878),Avenue principale,0.19579915514596968,2,3000,4.0545529,9.7338428,4.0537383,9.7354078,4.054144568143777,9.734624765095635,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732119652_5838256709_0,Boulevard de la Liberté,Avenue principale,0.1783908809304035,2,3000,4.0509024,9.6954968,4.04948,9.6947545,4.0501948188127335,9.695119417475096,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732119890_5915095954_0,Route Akwa Nord,Avenue principale,0.07151335985046853,2,3000,4.0779861,9.7182533,4.0785715,9.7185203,4.07827880002073,9.71838679994433,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732119890_5799337559_0,Route Akwa Nord,Avenue principale,0.1206067590405724,2,3000,4.0779861,9.7182533,4.0769972,9.7178091,4.07749673261192,9.718019728477927,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732120024_732152596_0,Route Deido Bonanjo (N°1.705),Avenue principale,0.10514617527754681,2,3000,4.070233,9.7135046,4.0708364,9.7142345,4.070534700107965,9.713869549868807,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732120024_732123766_0,Route Deido Bonanjo (N°1.705),Avenue principale,0.15219205133496622,2,3000,4.070233,9.7135046,4.0693317,9.7124729,4.069789450342899,9.712982822726156,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732120513_732128829_0,Boulevard de la Liberté,Avenue principale,0.08576794152641182,2,3000,4.0566294,9.6995182,4.0559601,9.6991339,4.056295488852393,9.699324781213837,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732120529_5823485673_0,Avenue King Akwa( N° 1.401),Rue secondaire,0.16899676429725935,2,1600,4.0459125,9.6950756,4.0472922,9.6957146,4.046602350115734,9.69539509969039,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732120529_12526658620_0,Avenue King Akwa( N° 1.401),Rue secondaire,0.060684975492952924,2,1600,4.0459125,9.6950756,4.0454306,9.6948188,4.045671550017466,9.694947199957703,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732120662_732121520_0,Route Akwa Nord,Avenue principale,0.11103626295278622,2,3000,4.082898,9.7203221,4.0820129,9.7198586,4.082455450058462,9.720090349857633,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732120662_732124918_0,Route Akwa Nord,Avenue principale,0.146992679878364,2,3000,4.082898,9.7203221,4.0840037,9.721029,4.08343846753326,9.720701831301552,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732120766_732150303_0,Rue Ernest Betote Akwa (N° 1.358),Rue secondaire,0.20412157205987722,2,1600,4.0518196,9.6911672,4.0508162,9.6927054,4.051300397974969,9.69192422139435,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732120796_4052897779_0,Rue Ernest Betote Akwa (N° 1.358),Rue secondaire,0.1279808745350084,2,1600,4.0463642,9.7004711,4.0468896,9.6994445,4.046626900135004,9.699957800186242,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732120796_11836868781_0,Rue Ernest Betote Akwa (N° 1.358),Rue secondaire,0.20360099638372792,2,1600,4.0463642,9.7004711,4.0455682,9.702124,4.045971442155999,9.701300037177983,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732121334_732119365_0,Rue de Deido Bassa(N°1.878),Avenue principale,0.19018442897545737,2,3000,4.0553865,9.7323464,4.0545529,9.7338428,4.054958925651532,9.73308849430975,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732121422_5795796557_0,Rue de New Bell,Avenue principale,0.04950525852963231,2,3000,4.0320763,9.6965599,4.0322052,9.6961327,4.032140750025244,9.696346300021236,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732121422_732150419_0,Rue de New Bell,Avenue principale,0.1050712656666598,2,3000,4.0320763,9.6965599,4.0318433,9.6974777,4.031954925372269,9.697017565700047,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732121463_2197644969_0,Boulevard de la Liberté,Avenue principale,0.11423314401587693,2,3000,4.0480886,9.6942618,4.0490454,9.6946368,4.048567000043566,9.694449299869593,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732121463_5823485674_0,Boulevard de la Liberté,Avenue principale,0.010616939445900213,2,3000,4.0480886,9.6942618,4.0480036,9.6942182,4.048046100000514,9.694239999998723,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732121520_732120662_0,Route Akwa Nord,Avenue principale,0.11103626295278622,2,3000,4.0820129,9.7198586,4.082898,9.7203221,4.082455450058462,9.720090349857633,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732121520_732138160_0,Route Akwa Nord,Avenue principale,0.0725858035891855,2,3000,4.0820129,9.7198586,4.08141,9.7196077,4.0817114500192435,9.719733149945037,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732122109_732118162_0,Route Deido Bonanjo (N°1.705),Avenue principale,0.13898810080871415,2,3000,4.0680433,9.7109757,4.0688502,9.7119326,4.0684446543419535,9.711455890479177,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732122109_732151543_0,Route Deido Bonanjo (N°1.705),Avenue principale,0.0828693642797136,2,3000,4.0680433,9.7109757,4.0675487,9.7104169,4.067797852126956,9.710694668822056,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732122419_732119265_0,Rue de New Bell,Avenue principale,0.1518234891634024,2,3000,4.0316286,9.6987483,4.0320145,9.7000428,4.031762266497432,9.699413531652565,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732122419_2370676634_0,Rue de New Bell,Avenue principale,0.05207396648914718,2,3000,4.0316286,9.6987483,4.0316502,9.69828,4.0316331390407285,9.698513862967987,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732122762_732138160_0,Route Akwa Nord,Avenue principale,0.07164814052324467,2,3000,4.0808041,9.7193879,4.08141,9.7196077,4.081107050015976,9.719497799950142,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732122762_732150137_0,Route Akwa Nord,Avenue principale,0.20951037850461865,2,3000,4.0808041,9.7193879,4.079042,9.7187199,4.079920265193679,9.719061120580081,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732123217_732133183_0,Rue 4.177 Grand Hangar Bonaberi,Rue secondaire,0.042520209179317266,2,1600,4.0781075,9.6565757,4.0778419,9.6562999,4.07797470001574,9.656437799977514,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732123217_732133225_0,Rue 4.177 Grand Hangar Bonaberi,Rue secondaire,0.07746934677975743,2,1600,4.0781075,9.6565757,4.0787075,9.6569307,4.07840750003142,9.65675319992838,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732123413_732128877_0,Boulevard de la Liberté,Avenue principale,0.10577050241161753,2,3000,4.0581611,9.7007891,4.057469,9.700135,4.057813302004357,9.700463889107176,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732123478_732146616_0,"Rue 4,158 Bonabérie",Rue secondaire,0.05714382505776804,2,1600,4.080532,9.6561057,4.0802138,9.6565088,4.080367002739949,9.656302306782708,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732123537_732136840_0,Boulevard de la Liberté,Avenue principale,0.208423408300076,2,3000,4.0604672,9.7030162,4.0591264,9.7017032,4.059799681747066,9.702356770999721,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732123766_732120024_0,Route Deido Bonanjo (N°1.705),Avenue principale,0.1521920513349662,2,3000,4.0693317,9.7124729,4.070233,9.7135046,4.069789450342899,9.712982822726156,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732123766_732118162_0,Route Deido Bonanjo (N°1.705),Avenue principale,0.08037137764493153,2,3000,4.0693317,9.7124729,4.0688502,9.7119326,4.069091972584664,9.712201827226883,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732124461_2370676643_0,Rue de New Bell,Avenue principale,0.2801542784629516,2,3000,4.0334039,9.6927148,4.0325142,9.6950778,4.032961220666525,9.69389711111152,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732124461_2370676658_0,Rue de New Bell,Avenue principale,0.10921805834104376,2,3000,4.0334039,9.6927148,4.0337798,9.6918055,4.033586090448144,9.692257717460564,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732124553_732147631_0,Rue de Bonapriso (N°1.041),Rue secondaire,0.04164129298189971,2,1600,4.0391065,9.6852541,4.0394796,9.6852218,4.039293049999956,9.68523795000011,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732124553_732135643_0,Rue de Bonapriso (N°1.041),Rue secondaire,0.12933389956988595,2,1600,4.0391065,9.6852541,4.0379804,9.6849686,4.038539594039676,9.685127257024654,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732124701_1836919930_1,Rue Bonanjo Joss (N°1.093),Rue secondaire,0.3136094619285533,2,1600,4.0449716,9.6887597,4.0451756,9.6894399,4.044419662883311,9.689265781942767,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732124918_732120662_0,Route Akwa Nord,Avenue principale,0.146992679878364,2,3000,4.0840037,9.721029,4.082898,9.7203221,4.08343846753326,9.720701831301552,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732125020_5817815174_0,Rue de Deido Bassa(N°1.878),Avenue principale,0.06047050352731571,2,3000,4.0589422,9.7266562,4.0586661,9.7271259,4.058804150027258,9.726891050043912,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732125103_732132432_0,Rue de Deido Bassa(N°1.878),Avenue principale,0.30461326502385166,2,3000,4.0577098,9.7288052,4.0562752,9.7311388,4.057024979342266,9.729993330571443,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732126399_732130389_0,Boulevard de la Liberté,Voie rapide,0.06781229844453597,2,4000,4.0632318,9.7059233,4.0628091,9.7054826,4.063020450040729,9.705702949943099,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732126399_732133799_0,Boulevard de la Liberté,Voie rapide,0.06971887357296602,2,4000,4.0632318,9.7059233,4.0636713,9.7063716,4.063451550042411,9.706147449939579,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732127373_732153944_0,Rond-Point de Deido,Voie rapide,0.03154925256517036,2,4000,4.0643376,9.7066681,4.064068,9.7066615,4.064203410095063,9.706639886622614,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732127889_732150042_0,Avenue King Akwa( N° 1.401),Rue secondaire,0.10024321059960116,2,1600,4.0496016,9.6971351,4.0502918,9.6977165,4.049946700075118,9.697425799873264,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732127889_732137258_0,Avenue King Akwa( N° 1.401),Rue secondaire,0.16210564194752697,2,1600,4.0496016,9.6971351,4.048435,9.69626,4.049024103374096,9.696689429697622,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732128140_732132097_0,Rue de Deido Bassa(N°1.878),Avenue principale,0.050122810993271684,2,3000,4.0640047,9.716505,4.063886,9.7169409,4.063943751499132,9.71672251519542,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732128302_732135118_0,"Rue 4,158 Bonabérie",Rue secondaire,0.0772551741003455,2,1600,4.0799422,9.6568988,4.0795381,9.6574654,4.07974015003907,9.65718210007478,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732128302_732146616_0,"Rue 4,158 Bonabérie",Rue secondaire,0.05275577679734605,2,1600,4.0799422,9.6568988,4.0802138,9.6565088,4.080078000018633,9.65670380003473,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732128421_732141360_0,Grand raccourci vers le marche New-Deido,Rue secondaire,0.13665406419922277,1,800,4.0629195,9.7191292,4.0620173,9.7182978,4.062482144672483,9.718700173930973,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732128467_732149923_0,Rue Ecole Publique Bilingue de Bonaberi,Rue secondaire,0.059261392757443514,2,1600,4.0971579,9.6565335,4.0975513,9.6561735,4.097351739287701,9.656350318019634,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732128577_732151828_0,Avenue King Akwa( N° 1.401),Rue secondaire,0.07470120689632082,2,1600,4.0543576,9.7007713,4.054855,9.701224,4.05460630004455,9.700997649929729,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732128577_732153312_0,Avenue King Akwa( N° 1.401),Rue secondaire,0.13104106567202334,2,1600,4.0543576,9.7007713,4.0534202,9.7000553,4.0538889001179665,9.700413299784213,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732128797_4443408474_0,Rue 4.515 bonaberi,Rue secondaire,0.32649118276196465,2,1600,4.0979013,9.6579861,4.0957608,9.6559721,4.0968361772773445,9.656973715929105,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732128829_4519702672_0,Boulevard de la Liberté,Avenue principale,0.21908312498800597,2,3000,4.0559601,9.6991339,4.0542559,9.6981427,4.055108740685195,9.698637030122315,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732128868_732139057_0,"Rue 4,158 Bonabérie",Rue secondaire,0.051327888033255865,2,1600,4.0790053,9.6603906,4.079052,9.6599302,4.079028650031959,9.660160400011929,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732128877_732120513_0,Boulevard de la Liberté,Avenue principale,0.11634789597370196,2,3000,4.057469,9.700135,4.0566294,9.6995182,4.057065910851856,9.699804637985775,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732128952_732119652_0,Boulevard de la Liberté,Avenue principale,0.11450690856006207,2,3000,4.0516867,9.6961658,4.0509024,9.6954968,4.051294387314298,9.695831488823204,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732129808_732138514_0,Raccourci vers le Marché New-Deido,Rue secondaire,0.045345697831328184,1,800,4.0606905,9.7180483,4.0603851,9.7177774,4.060538448603323,9.717912126834847,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732130389_11303785522_0,Boulevard de la Liberté,Voie rapide,0.14602439033220133,2,4000,4.0628091,9.7054826,4.0618864,9.7045458,4.062347750185326,9.705014199734778,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732130389_732126399_0,Boulevard de la Liberté,Voie rapide,0.06781229844453597,2,4000,4.0628091,9.7054826,4.0632318,9.7059233,4.063020450040729,9.705702949943099,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732130397_12526658620_0,Avenue King Akwa( N° 1.401),Rue secondaire,0.1818836433247806,2,1600,4.0456119,9.6934492,4.0454306,9.6948188,4.045333832855865,9.694185439651363,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732131304_732134145_0,"Rue 4,158 Bonabérie",Rue secondaire,0.032034156298744405,2,1600,4.0793613,9.6582792,4.0794339,9.6579997,4.079397600011173,9.658139450008102,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732131304_732145388_0,"Rue 4,158 Bonabérie",Rue secondaire,0.04313251520190258,2,1600,4.0793613,9.6582792,4.0793187,9.6586652,4.079334984021472,9.658471634559753,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732131320_732139586_0,Raccourci vers le Marché New-Deido,Rue secondaire,0.0459890895861468,1,800,4.0584922,9.7155097,4.0582295,9.7151926,4.058368148700681,9.715344784724525,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732131324_732150366_0,Avenue King Akwa( N° 1.401),Rue secondaire,0.06352930423180943,2,1600,4.056682,9.7029612,4.056278,9.7025562,4.056480000034696,9.702758699949758,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732131324_732148115_0,Avenue King Akwa( N° 1.401),Rue secondaire,0.06121724656531721,2,1600,4.056682,9.7029612,4.057066,9.7033567,4.056874000032847,9.70315894995358,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732131376_5815641856_0,Route Cimitière Ndokoti,Rue secondaire,0.05023547130679885,2,1600,4.0453334,9.736809,4.0457845,9.7367842,4.045558950000088,9.736796599997776,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732131384_5815859960_0,Rue de Deido Bassa(N°1.878),Avenue principale,0.06436740542824317,2,3000,4.0583745,9.7276451,4.0580858,9.7281481,4.058230150031425,9.727896600049394,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732131430_732118693_0,Rue 4.164 Bonaberie,Rue secondaire,0.06379388523800066,2,1600,4.0795056,9.6606202,4.0796502,9.6600636,4.0795779000443,9.660341900032165,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732131839_732118537_0,Route Akwa Nord,Avenue principale,0.20176447719934343,2,3000,4.0751628,9.7172693,4.0769057,9.7177753,4.076034250097509,9.717522299652131,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732131839_5799337548_0,Route Akwa Nord,Avenue principale,0.08572416319689492,2,3000,4.0751628,9.7172693,4.0744227,9.7170529,4.074792750017741,9.717161099936964,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732132097_732133747_0,Rue de Deido Bassa(N°1.878),Avenue principale,0.08383437670488855,2,3000,4.063886,9.7169409,4.0636887,9.7176704,4.063787370198354,9.717305655454492,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732132432_732147196_0,Rue de Deido Bassa(N°1.878),Avenue principale,0.10485415780770575,2,3000,4.0562752,9.7311388,4.0556894,9.7318796,4.055982192445694,9.731509115591843,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732132613_732138963_0,Avenue King Akwa( N° 1.401),Rue secondaire,0.12495970791582069,2,1600,4.0517908,9.6988644,4.0508912,9.6981892,4.051341000105422,9.69852679980427,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732132613_732136410_0,Avenue King Akwa( N° 1.401),Rue secondaire,0.10995038628408704,2,1600,4.0517908,9.6988644,4.0525848,9.6994552,4.052187800080997,9.699159799848578,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732132646_732153339_0,Rue 4.164 Bonaberie,Rue secondaire,0.04821139198941136,2,1600,4.0799932,9.6587146,4.07988,9.6591342,4.079936600025099,9.658924400018792,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732132646_3074979783_0,Rue 4.162 Bonaberie,Rue secondaire,0.09357722976031713,2,1600,4.0799932,9.6587146,4.0803772,9.6579834,4.080145196012158,9.658331243606805,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732132891_5915095940_0,Route Deido Bonanjo (N°1.705),Avenue principale,0.04023052799592266,2,3000,4.0649268,9.7075896,4.0646459,9.707361,4.064786350011825,9.707475299979517,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732132891_732144453_0,Route Deido Bonanjo (N°1.705),Avenue principale,0.14696027754760285,2,3000,4.0649268,9.7075896,4.0658745,9.7085063,4.06542119336421,9.708025865807045,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732133183_732118947_0,Rue 4.177 Grand Hangar Bonaberi,Rue secondaire,0.058546591833221806,2,1600,4.0778419,9.6562999,4.0774394,9.6559596,4.0776406500253985,9.65612974995655,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732133183_732123217_0,Rue 4.177 Grand Hangar Bonaberi,Rue secondaire,0.042520209179317266,2,1600,4.0778419,9.6562999,4.0781075,9.6565757,4.07797470001574,9.656437799977514,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732133225_732123217_0,Rue 4.177 Grand Hangar Bonaberi,Rue secondaire,0.07746934677975743,2,1600,4.0787075,9.6569307,4.0781075,9.6565757,4.07840750003142,9.65675319992838,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732133225_732135118_0,Rue 4.177 Grand Hangar Bonaberi,Rue secondaire,0.10975995477186676,2,1600,4.0787075,9.6569307,4.0795381,9.6574654,4.079122800068956,9.65719804985272,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732133747_5822587554_0,Rue de Deido Bassa(N°1.878),Avenue principale,0.051278443378463975,2,3000,4.0636887,9.7176704,4.0635626,9.7181151,4.063625650027682,9.717892750022253,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732133799_732126399_0,Boulevard de la Liberté,Voie rapide,0.06971887357296602,2,4000,4.0636713,9.7063716,4.0632318,9.7059233,4.063451550042411,9.706147449939579,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732133799_5917468414_0,Boulevard de la Liberté,Voie rapide,0.0254984914036318,2,4000,4.0636713,9.7063716,4.0638322,9.7065354,4.0637517500056655,9.706453499991914,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732134145_732131304_0,"Rue 4,158 Bonabérie",Rue secondaire,0.032034156298744405,2,1600,4.0794339,9.6579997,4.0793613,9.6582792,4.079397600011173,9.658139450008102,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732134145_5784868989_0,"Rue 4,158 Bonabérie",Rue secondaire,0.057205071046031314,2,1600,4.0794339,9.6579997,4.0796239,9.6575204,4.0795289245553805,9.657760059678083,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732134229_732146019_0,Rue de Deido Bassa(N°1.878),Avenue principale,0.5675712220968125,2,3000,4.0487904,9.7404016,4.0460601,9.7447062,4.0473465442476595,9.742499590544387,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732134357_5915095940_0,Route Deido Bonanjo (N°1.705),Avenue principale,0.04724706625234999,2,3000,4.0642981,9.7071163,4.0646459,9.707361,4.0644720000142645,9.707238649972163,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732134357_6474188150_0,Rond-Point de Deido,Voie rapide,0.020992673761296664,2,4000,4.0642981,9.7071163,4.06443,9.7069863,4.064371294593196,9.707058589185936,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732134861_5838256710_0,Rue Ernest Betote Akwa (N° 1.358),Rue secondaire,0.11056568233507355,2,1600,4.0500398,9.6938521,4.0494845,9.694679,4.049762150082434,9.694265550150936,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732134861_732150303_0,Rue Ernest Betote Akwa (N° 1.358),Rue secondaire,0.15372121771891792,2,1600,4.0500398,9.6938521,4.0508162,9.6927054,4.05042800015827,9.693278750292253,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732135118_732133225_0,Rue 4.177 Grand Hangar Bonaberi,Rue secondaire,0.10975995477186676,2,1600,4.0795381,9.6574654,4.0787075,9.6569307,4.079122800068956,9.65719804985272,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732135118_5784868989_0,Rue 4.177 Grand Hangar Bonaberi,Rue secondaire,0.011324076934195423,2,1600,4.0795381,9.6574654,4.0796239,9.6575204,4.079581000000731,9.657492899998434,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732135118_732128302_0,"Rue 4,158 Bonabérie",Rue secondaire,0.0772551741003455,2,1600,4.0795381,9.6574654,4.0799422,9.6568988,4.07974015003907,9.65718210007478,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732135643_2370676684_0,Rue de Bonapriso (N°1.041),Rue secondaire,0.19333595109707505,2,1600,4.0379804,9.6849686,4.0363314,9.6844164,4.037157135379479,9.684688713431274,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732135643_732124553_0,Rue de Bonapriso (N°1.041),Rue secondaire,0.12933389956988592,2,1600,4.0379804,9.6849686,4.0391065,9.6852541,4.038539594039676,9.685127257024655,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732135768_732140880_0,Rue de New Bell,Avenue principale,0.06053634202675215,2,3000,4.0324679,9.6952553,4.0323188,9.6957802,4.032393350038369,9.69551775003064,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732135768_2370676643_0,Rue de New Bell,Avenue principale,0.0203502603684797,2,3000,4.0324679,9.6952553,4.0325142,9.6950778,4.032491050004427,9.695166550003291,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732135940_732131320_0,Raccourci vers le Marché New-Deido,Rue secondaire,0.048068341730016485,1,800,4.058738,9.7158662,4.0584922,9.7155097,4.058615100024678,9.71568794997488,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732136410_732153312_0,Avenue King Akwa( N° 1.401),Rue secondaire,0.11427772366268166,2,1600,4.0525848,9.6994552,4.0534202,9.7000553,4.053002500084671,9.699755249837155,True,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732136410_732132613_0,Avenue King Akwa( N° 1.401),Rue secondaire,0.10995038628408704,2,1600,4.0525848,9.6994552,4.0517908,9.6988644,4.052187800080997,9.699159799848578,True,OpenStreetMap,2026-05-30T20:07:09.399149
